ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q434,What is 'warfarin' (Coumadin)?,treatment,high,"Warfarin is an 'anticoagulant' (blood thinner) medication. It's used to prevent blood clots in conditions like atrial fibrillation or after a deep vein thrombosis (DVT). It works by blocking the action of Vitamin K, which is essential for clotting. Patients require regular blood tests (INR) to monitor it.",Warfarin (Coumadin) is a drug that reduces the ability of the blood to clot and is often used for the long-term treatment of blood clots. It is taken orally and requires careful monitoring to adjust the dose to prevent either clotting or excessive bleeding. The PT test can be used to monitor patients being treated with warfarin.,0.3181818181818182,0.19047619047619047,0.3181818181818182
q435,What is 'INR' (blood test)?,lab_test,high,The INR (International Normalized Ratio) is a blood test used to measure how long it takes for blood to clot. It is the standard test used to monitor the effectiveness of the anticoagulant drug warfarin (Coumadin) and to ensure the dose is both safe and effective.,"INR, or International Normalized Ratio, is a blood test used to measure how long it takes for blood to clot. It is often used to monitor patients on anticoagulant medications like warfarin to ensure their dosage is appropriate and effective in preventing blood clots. The INR helps to standardize prothrombin time results regardless of the testing method or laboratory.",0.46808510638297873,0.5142857142857143,0.5142857142857143
q436,Why must 'warfarin' users watch their 'Vitamin K' intake?,drug_interaction,high,"Warfarin works by blocking Vitamin K, which is used to make clotting factors. Eating foods high in Vitamin K (like spinach, kale, and other leafy greens) can counteract the drug, making it less effective and increasing clot risk. Patients must keep their Vitamin K intake *consistent* from day to day.","Warfarin users must monitor their vitamin K intake because vitamin K affects how anticoagulant drugs like warfarin work. Warfarin reduces the effects of vitamin K, so for the drugs to work properly, it's important to maintain a consistent amount of vitamin K in the body.",0.30303030303030304,0.1473684210526316,0.30303030303030304
q437,What is 'heparin'?,treatment,high,"Heparin is a powerful, fast-acting 'anticoagulant' (blood thinner). It is given by injection (IV or subcutaneous) in the hospital to treat and prevent blood clots, such as DVT or pulmonary embolism, or during surgery.","Heparin is a blood component that controls the amount of clotting and can be used as a drug to reduce blood clot formation. It is an anticoagulant that prevents thrombus formation, primarily used for clots in the liver and lungs.",0.30303030303030304,0.2162162162162162,0.30303030303030304
q438,What is 'enoxaparin' (Lovenox)?,treatment,high,Enoxaparin is a 'low-molecular-weight heparin' (LMWH). It's an anticoagulant (blood thinner) given as a subcutaneous injection. It's often used as a 'bridge' therapy when starting warfarin or for preventing DVTs in high-risk patients (like after a hip replacement).,"The provided context does not contain information on enoxaparin (Lovenox). However, enoxaparin is generally known as a low molecular weight heparin used to prevent and treat blood clots. It's often administered via injection to patients at risk of deep vein thrombosis or pulmonary embolism, particularly during surgery or periods of immobility. For specific details, consult a medical professional or a reliable medical source.",0.18181818181818182,0.1782178217821782,0.18181818181818182
q439,What is 'rivaroxaban' (Xarelto)?,treatment,high,"Rivaroxaban is a 'direct oral anticoagulant' (DOAC). It's a newer type of blood thinner used to prevent and treat blood clots (like in A-Fib or DVT). Unlike warfarin, it works by directly blocking a clotting factor (Factor Xa) and does *not* require routine INR blood monitoring.","The context provided does not mention rivaroxaban or Xarelto. Therefore, I cannot provide information about it.",0.1875,0.06451612903225806,0.1875
q440,What is 'apixaban' (Eliquis)?,treatment,high,"Apixaban is a 'direct oral anticoagulant' (DOAC), similar to rivaroxaban. It's a blood thinner that directly blocks Factor Xa and is used to prevent strokes in atrial fibrillation and to treat DVT/PE. It also does not require INR monitoring.","Apixaban, marketed under the brand name Eliquis, is an anticoagulant medication used to lower the risk of stroke and blood clots in certain patients with atrial fibrillation or after certain types of surgery. It works by inhibiting Factor Xa, which plays a key role in the blood clotting process. By preventing the formation of blood clots, it helps reduce the risk of serious complications like stroke.",0.21153846153846154,0.13333333333333333,0.21153846153846154
q441,What is 'atropine'?,treatment,high,"Atropine is a medication used to treat certain types of slow heart rate (bradycardia), especially in an emergency. It's an 'anticholinergic' drug that works by blocking the vagus nerve, which increases the heart rate. It's also used to dilate pupils for eye exams.","Atropine is a poisonous alkaloid obtained from belladonna or related plants, used medically to dilate the pupils of the eyes and to stop spasms.",0.4090909090909091,0.2388059701492537,0.4090909090909091
q442,What is 'epinephrine' (adrenaline)?,treatment,high,"Epinephrine is a hormone and medication. As a drug, it's used in many emergencies. It's the primary treatment for anaphylaxis (in an EpiPen). It's used in cardiac arrest (during CPR) to restart the heart. It's also a powerful 'vasopressor' to raise critically low blood pressure.","Epinephrine, also known as adrenaline, is a naturally occurring hormone released by the adrenal glands in response to signals from the sympathetic nervous system. These signals are typically triggered by stress, exercise, or emotions such as fear, and the hormone works to stimulate the heart, tighten blood vessels, and relax some smooth muscles.",0.22727272727272727,0.18367346938775508,0.22727272727272727
q443,What is 'dopamine' (medication)?,treatment,high,"As a medication, dopamine is a 'vasopressor' given by IV in an intensive care unit (ICU). It's used to treat critically low blood pressure (shock) and certain types of heart failure by increasing the heart's pumping strength and constricting blood vessels.","Dopamine is not used directly as a medication due to its inability to cross the blood-brain barrier effectively. Instead, medications that enhance dopamine effects or mimic its activity, such as L-dopa or dopamine agonists, are used to treat conditions like Parkinson's disease. These treatments aim to stimulate dopamine receptors in the brain and help manage symptoms.",0.2222222222222222,0.16494845360824742,0.2222222222222222
q444,What is 'norepinephrine' (Levophed)?,treatment,high,"Norepinephrine (brand name Levophed) is the first-choice 'vasopressor' medication for treating septic shock. It is given by IV in an ICU to powerfully constrict blood vessels, which raises a dangerously low blood pressure to maintain blood flow to vital organs.",Norepinephrine is a hormone that helps maintain blood pressure by constricting certain blood vessels. It is used in medical settings to treat low blood pressure.,0.5,0.24615384615384614,0.5
q445,What is 'nitroglycerin'?,treatment,medium,"Nitroglycerin is a 'vasodilator' medication. It's used to treat angina (chest pain). It works by relaxing and widening blood vessels, which improves blood flow to the heart muscle and reduces its workload. It's often given as a small tablet dissolved under the tongue for rapid relief.",Nitroglycerin is a drug used to relieve symptoms of angina by increasing the diameter of blood vessels to improve blood flow to the heart muscle. It can be administered by placing a tablet under the tongue or using a transdermal patch on the skin.,0.4411764705882353,0.4,0.4411764705882353
q446,What is 'furosemide' (Lasix)?,treatment,medium,"Furosemide is a powerful 'loop diuretic' (or 'water pill'). It's used to treat fluid overload (edema) caused by heart failure, liver disease, or kidney disease. It works by making the kidneys excrete large amounts of salt and water in the urine.","Furosemide, also known as Lasix, is a diuretic drug that increases the excretion of sodium into the urine and is primarily used to treat high blood pressure and fluid retention. In patients with proper kidney function, it can also help increase magnesium excretion. It should be used cautiously to avoid causing hyponatremia, especially in those on a low sodium diet or consuming excessive amounts of water.",0.2545454545454545,0.1869158878504673,0.2545454545454545
